session_id,station_id,session_date,kwh_delivered,duration_minutes,revenue_usd
14730,331668,2025-07-23,3.68,158,37.35
14731,447195,2025-03-03,4.88,136,24.43
14732,252924,2025-03-12,68.12,136,17.3
14733,346711,2025-04-02,1.0,170,36.11
14734,449581,2025-06-25,18.51,43,8.4
14735,334454,2025-07-04,14.09,16,17.86
14736,223410,2025-02-25,8.25,138,14.24
14737,384420,2025-03-08,39.99,158,16.04
14738,230979,2025-03-04,6.18,97,18.46
14739,164272,2025-02-10,55.61,119,33.18
14740,174730,2025-08-19,28.69,69,10.2
14741,261196,2025-05-31,27.26,16,33.98
14742,145671,2025-06-24,82.18,96,25.99
14743,452577,2025-11-17,50.16,154,19.13
14744,115020,2025-08-14,16.71,40,39.87
14745,225116,2025-04-07,21.52,64,21.46
14746,193080,2025-08-16,37.39,44,23.96
14747,115196,2025-02-05,5.75,156,38.22
14748,114906,2025-01-14,25.94,29,13.7
14749,162176,2025-06-14,7.95,31,4.22
14750,334504,2025-06-30,1.81,86,35.57
14751,155031,2025-07-12,100.0,109,38.09
14752,115073,2025-10-30,30.33,104,24.83
14753,240964,2025-07-18,30.51,65,9.1
14754,205826,2025-12-02,14.49,129,18.39
14755,252717,2025-09-03,5.5,28,19.79
14756,121219,2025-01-14,54.07,63,7.3
14757,236894,2025-03-20,24.91,66,12.3
14758,189536,2025-01-01,7.15,60,38.5
14759,335518,2025-10-02,4.48,84,38.69
14760,358303,2025-11-10,33.87,130,22.78
14761,371509,2025-05-15,4.87,65,20.15
14762,335655,2025-11-29,6.13,127,22.8
14763,174456,2025-04-25,2.68,35,7.65
14764,155356,2025-03-05,34.85,100,26.74
14765,198011,2025-10-01,24.95,27,35.0
14766,223236,2025-07-15,13.8,144,17.52
14767,428413,2025-11-02,4.84,99,9.08
14768,350652,2025-11-20,20.23,169,30.11
14769,223227,2025-04-01,25.97,114,5.13
14770,251715,2025-09-29,7.1,97,19.72
14771,186044,2025-03-19,9.6,141,37.1
14772,225561,2025-08-25,6.02,159,5.99
14773,417242,2025-11-08,11.03,58,33.85
14774,356177,2025-01-14,7.02,98,18.17
14775,418078,2025-06-19,16.66,39,9.41
14776,155289,2025-04-19,69.39,108,19.3
14777,261054,2025-11-22,8.28,176,14.87
14778,391062,2025-11-14,13.37,135,10.7
14779,225162,2025-02-12,11.65,53,36.43
14780,324872,2025-11-09,5.53,129,17.54
14781,174328,2025-12-24,90.55,99,13.24
14782,341792,2025-03-16,18.27,155,21.08
14783,240830,2025-11-03,23.04,15,3.88
14784,150582,2025-08-29,4.99,152,7.05
14785,202803,2025-11-19,41.12,78,10.52
14786,384378,2025-03-21,51.89,119,37.42
14787,351277,2025-06-21,17.8,175,36.1
14788,102342,2025-11-12,9.57,32,25.67
14789,450089,2025-09-16,7.4,101,27.81
14790,65288,2025-11-24,2.33,52,6.53
14791,451565,2025-04-24,13.62,140,11.12
14792,114892,2025-12-02,21.93,173,33.83
14793,356931,2025-04-21,15.87,88,38.91
14794,162270,2025-11-06,18.53,128,29.15
14795,259963,2025-01-02,55.43,138,22.21
14796,191112,2025-01-29,7.88,122,5.31
14797,258942,2025-09-29,21.98,53,3.61
14798,230776,2025-09-04,4.14,128,32.58
14799,358717,2025-08-09,24.75,150,11.42
14800,350793,2025-04-05,2.38,87,14.08
14801,357049,2025-08-22,3.88,140,11.9
14802,361315,2025-11-11,4.33,76,7.05
14803,122792,2025-08-31,24.53,104,33.94
14804,115016,2025-01-24,28.81,82,22.68
14805,229209,2025-12-05,1.0,128,10.48
14806,417189,2025-06-09,43.92,60,18.22
14807,227693,2025-11-26,40.22,65,33.25
14808,440986,2025-07-01,6.12,117,11.5
14809,262332,2025-08-29,2.34,28,6.16
14810,334525,2025-07-03,21.83,110,37.24
14811,347238,2025-12-18,50.78,179,21.77
14812,230829,2025-12-09,10.81,119,30.17
14813,180991,2025-12-19,83.95,45,33.73
14814,223297,2025-12-16,91.62,174,16.41
14815,227092,2025-04-04,1.0,176,13.88
14816,227084,2025-11-23,26.64,49,31.32
14817,44192,2025-07-27,10.81,151,11.52
14818,455868,2025-02-22,3.78,133,31.49
14819,251744,2025-04-04,33.75,162,19.0
14820,347353,2025-04-08,31.46,166,25.96
14821,102325,2025-04-28,1.31,65,11.36
14822,384335,2025-10-17,3.75,164,30.17
14823,173961,2025-11-13,1.99,129,30.56
14824,318018,2025-12-24,22.54,102,11.0
14825,174520,2025-03-02,8.44,165,12.71
14826,387634,2025-09-09,20.63,35,14.56
14827,202139,2025-09-05,28.87,133,18.92
14828,259346,2025-09-21,10.74,123,7.82
14829,115160,2025-02-23,10.71,113,16.1
14830,171726,2025-06-30,34.5,106,22.72
14831,223218,2025-05-28,10.91,166,8.69
14832,457115,2025-02-15,10.77,48,29.04
14833,357262,2025-04-28,23.04,152,6.7
14834,346976,2025-04-03,1.82,156,7.53
14835,384771,2025-01-31,10.46,112,3.67
14836,446238,2025-08-01,3.51,108,10.59
14837,143287,2025-06-03,53.19,56,36.14
14838,334439,2025-10-05,10.01,120,3.88
14839,115192,2025-11-09,15.77,60,25.51
14840,223286,2025-04-14,2.28,175,35.87
14841,334193,2025-06-03,17.06,154,29.75
14842,182985,2025-09-30,26.83,30,8.14
14843,451563,2025-12-11,1.14,69,39.21
14844,434843,2025-12-23,10.1,79,21.3
14845,350143,2025-06-04,20.34,56,23.65
14846,166226,2025-11-19,100.0,84,24.71
14847,374654,2025-02-25,36.33,19,18.56
14848,405329,2025-10-07,20.92,23,23.66
14849,303834,2025-01-25,5.86,62,32.04
14850,182707,2025-09-23,86.69,44,8.18
14851,99360,2025-10-19,5.63,135,33.47
14852,115208,2025-08-22,4.2,31,12.6
14853,207889,2025-07-29,13.87,111,11.91
14854,330997,2025-05-05,33.68,125,39.92
14855,357643,2025-06-22,2.4,71,18.37
14856,162305,2025-04-28,5.1,42,21.79
14857,157960,2025-11-10,24.5,135,29.16
14858,346666,2025-03-24,1.0,38,10.59
14859,386874,2025-03-23,26.98,71,18.36
14860,189521,2025-01-23,1.66,121,3.29
14861,452424,2025-05-16,11.51,78,13.71
14862,182818,2025-11-02,13.41,114,20.25
14863,193248,2025-03-30,25.76,175,16.65
14864,162361,2025-10-26,10.02,112,11.41
14865,114882,2025-12-18,2.48,112,9.04
14866,181637,2025-07-30,3.76,170,20.04
14867,189526,2025-03-23,14.57,80,18.99
14868,333829,2025-04-06,21.25,93,33.7
14869,421311,2025-02-15,68.67,100,21.52
14870,230776,2025-12-26,20.24,173,20.6
14871,115096,2025-09-28,30.16,156,16.83
14872,324843,2025-02-18,5.27,33,3.91
14873,114959,2025-05-29,100.0,176,17.85
14874,195911,2025-03-16,3.94,66,10.71
14875,262925,2025-08-09,20.7,179,28.12
14876,451036,2025-08-12,73.35,151,19.09
14877,223301,2025-01-06,15.72,73,34.02
14878,115189,2025-02-24,58.34,46,31.78
14879,115042,2025-12-05,22.13,98,33.6
14880,329811,2025-11-28,47.77,60,12.08
14881,162262,2025-01-15,31.23,147,20.21
14882,115152,2025-01-11,22.17,22,36.62
14883,131661,2025-06-16,3.08,137,10.88
14884,202274,2025-03-15,8.6,101,16.54
14885,387840,2025-11-03,3.22,32,23.91
14886,374753,2025-06-14,19.85,84,24.73
14887,310940,2025-07-04,14.41,89,18.87
14888,434732,2025-03-29,14.07,104,20.2
14889,333482,2025-08-31,8.31,147,17.49
14890,391488,2025-12-22,42.51,80,16.94
14891,235213,2025-03-06,13.84,124,35.17
14892,350287,2025-09-30,8.23,143,10.47
14893,114905,2025-07-10,7.67,48,22.24
14894,252942,2025-05-22,9.19,176,24.62
14895,374773,2025-02-07,44.15,152,13.67
14896,232959,2025-06-02,11.42,144,4.44
14897,445992,2025-02-06,6.99,81,11.46
14898,240939,2025-08-15,55.01,45,24.27
14899,357004,2025-12-08,56.42,45,11.8
14900,457942,2025-09-09,28.58,69,36.13
14901,303853,2025-05-15,43.72,164,10.82
14902,352115,2025-01-11,44.54,32,19.24
14903,334530,2025-07-21,29.84,126,4.72
14904,439520,2025-11-30,15.65,74,35.32
14905,324757,2025-08-26,72.75,174,25.92
14906,162261,2025-11-04,9.95,114,21.52
14907,193882,2025-03-10,39.21,144,12.32
14908,448034,2025-06-19,6.45,143,9.72
14909,356949,2025-03-12,26.35,175,24.98
14910,302470,2025-09-28,44.29,97,31.29
14911,395687,2025-05-29,32.13,25,19.46
14912,115126,2025-03-23,30.77,171,21.89
14913,145392,2025-01-01,15.67,153,7.58
14914,371750,2025-01-10,57.56,105,10.73
14915,162373,2025-05-27,9.4,172,16.61
14916,434778,2025-10-25,59.21,49,31.54
14917,162331,2025-04-04,1.0,41,5.36
14918,445750,2025-10-24,22.91,100,34.81
14919,114997,2025-08-21,24.36,32,17.79
14920,447135,2025-05-28,7.62,170,31.84
14921,165391,2025-05-04,35.08,69,14.11
14922,197539,2025-09-25,5.33,67,35.09
14923,225123,2025-09-05,13.32,37,16.03
14924,221910,2025-04-08,57.39,18,32.33
14925,226579,2025-04-16,12.53,60,5.79
14926,356927,2025-06-15,43.76,109,13.1
14927,326305,2025-04-23,2.6,43,39.69
14928,447103,2025-02-27,3.04,54,6.75
14929,191762,2025-09-03,4.9,96,32.65
14930,182001,2025-09-24,4.51,90,19.98
14931,331363,2025-12-05,95.98,59,27.03
14932,236699,2025-06-25,2.96,75,38.09
14933,356922,2025-10-23,4.05,86,8.67
14934,350598,2025-04-24,4.67,86,16.94
14935,145338,2025-04-04,22.81,172,17.65
14936,218500,2025-09-07,16.96,144,39.67
14937,191104,2025-12-21,32.12,52,10.36
14938,355243,2025-03-09,10.5,116,35.81
14939,114932,2025-05-29,1.04,84,18.21
14940,452577,2025-01-05,10.62,40,39.04
14941,150207,2025-09-03,37.18,176,3.74
14942,223266,2025-06-13,42.11,136,37.97
14943,449874,2025-09-07,31.26,45,13.84
14944,259963,2025-05-15,12.94,139,5.91
14945,260389,2025-07-03,23.56,25,18.21
14946,261351,2025-10-14,3.87,17,28.58
14947,227687,2025-07-31,7.25,17,16.59
14948,448040,2025-01-25,7.09,66,39.4
14949,456697,2025-12-24,1.96,15,24.88
14950,143441,2025-07-03,70.16,142,27.92
14951,324886,2025-08-05,14.12,148,14.35
14952,333985,2025-12-03,51.79,100,37.46
14953,418167,2025-12-01,6.27,40,16.69
14954,230795,2025-06-11,36.51,116,21.17
14955,115218,2025-06-21,40.75,84,32.92
14956,213196,2025-12-29,1.0,52,15.13
14957,455983,2025-01-07,1.0,109,9.04
14958,445990,2025-04-13,63.47,61,39.48
14959,235730,2025-11-03,21.03,36,12.51
14960,435001,2025-06-02,8.37,145,4.84
14961,307398,2025-08-26,5.15,40,21.76
14962,391468,2025-06-19,42.58,80,4.49
14963,227693,2025-11-07,5.38,36,7.14
14964,398225,2025-10-21,46.41,71,10.2
14965,226518,2025-02-25,24.34,42,24.51
14966,115185,2025-04-02,26.99,157,9.56
14967,396330,2025-06-11,14.38,139,9.78
14968,174765,2025-06-06,1.0,35,18.05
14969,115010,2025-06-25,20.23,39,26.87
14970,240975,2025-03-13,31.28,154,14.55
14971,162286,2025-03-18,1.0,88,17.04
14972,335769,2025-02-15,1.0,116,32.96
14973,114997,2025-10-20,59.4,60,28.21
14974,122477,2025-09-04,28.51,103,13.74
14975,421047,2025-01-03,39.1,139,39.56
14976,114977,2025-11-30,1.0,30,9.89
14977,331864,2025-08-12,12.8,77,27.18
14978,174728,2025-09-06,34.37,42,34.3
14979,445937,2025-08-03,2.4,71,8.15
14980,186157,2025-03-18,5.22,74,24.04
14981,164154,2025-08-19,17.78,144,33.49
14982,168650,2025-02-19,55.96,91,37.33
14983,187736,2025-05-29,9.97,67,18.03
14984,357223,2025-04-17,43.98,111,21.79
14985,400184,2025-07-05,1.0,144,34.38
14986,154052,2025-10-14,5.02,124,20.25
14987,334438,2025-01-07,8.57,114,24.52
14988,384334,2025-11-09,30.87,38,28.66
14989,115244,2025-10-19,21.65,152,33.24
14990,115089,2025-12-08,7.68,38,8.23
14991,350047,2025-10-07,21.78,157,35.16
14992,206084,2025-01-24,55.13,101,18.85
14993,174732,2025-11-08,15.84,147,13.14
14994,253800,2025-08-01,29.77,54,38.55
14995,387828,2025-07-08,10.6,131,11.05
14996,240745,2025-03-18,31.17,29,27.59
14997,404744,2025-05-04,50.44,79,31.28
14998,162162,2025-10-11,20.91,16,13.12
14999,390628,2025-06-09,12.2,51,17.29
15000,223511,2025-11-29,35.09,166,19.9
15001,181662,2025-08-12,78.16,26,34.67
15002,182199,2025-09-03,1.76,178,16.75
15003,256899,2025-03-19,18.16,25,38.12
15004,421225,2025-04-06,5.02,58,11.94
15005,332468,2025-02-14,8.01,28,32.29
15006,168430,2025-03-10,25.27,43,13.45
15007,114886,2025-04-09,80.34,114,20.05
15008,233316,2025-03-09,47.94,49,16.4
15009,191435,2025-03-19,7.45,77,38.56
15010,157962,2025-05-26,1.0,174,10.99
15011,333815,2025-03-16,22.87,56,31.85
15012,334512,2025-12-05,19.08,100,11.96
15013,227074,2025-01-02,15.42,104,28.43
15014,226549,2025-06-06,16.12,114,15.6
15015,228833,2025-03-28,22.39,62,24.28
15016,390635,2025-09-07,12.65,141,23.07
15017,181842,2025-02-17,4.7,28,39.27
15018,350650,2025-09-11,7.5,97,10.75
15019,162361,2025-03-06,1.65,143,14.64
15020,416573,2025-02-11,1.44,176,11.72
15021,360566,2025-05-14,50.51,74,23.02
15022,355243,2025-11-11,3.35,143,23.15
15023,233251,2025-03-22,1.79,118,31.25
15024,114957,2025-01-19,43.77,147,33.56
15025,123103,2025-12-30,76.73,28,29.74
15026,374654,2025-06-29,5.76,16,22.08
15027,115110,2025-11-13,35.4,36,31.32
15028,174328,2025-04-30,4.43,75,10.29
15029,229076,2025-12-01,28.54,44,3.77
15030,63643,2025-01-19,28.47,153,23.15
15031,115041,2025-12-19,14.02,157,14.2
15032,308262,2025-03-11,53.43,51,12.86
15033,352702,2025-07-08,3.23,159,24.31
15034,417632,2025-04-04,16.18,117,8.98
15035,325296,2025-05-30,23.02,50,14.39
15036,162304,2025-05-04,35.58,128,8.01
15037,115059,2025-05-13,3.85,66,10.43
15038,378082,2025-08-10,19.14,79,37.33
15039,358962,2025-03-08,15.17,94,37.76
15040,428501,2025-10-22,13.46,74,9.44
15041,376066,2025-08-19,11.13,143,16.92
15042,440835,2025-06-05,100.0,97,36.07
15043,375428,2025-05-30,4.66,126,4.64
15044,347378,2025-04-19,34.96,151,15.12
15045,162369,2025-11-03,11.83,161,25.84
15046,154704,2025-04-13,26.18,48,23.04
15047,115204,2025-03-22,100.0,131,11.27
15048,262441,2025-04-16,16.24,151,20.85
15049,61213,2025-11-03,43.5,48,25.1
15050,334523,2025-01-28,1.97,56,15.06
15051,421031,2025-09-07,20.22,155,34.61
15052,451464,2025-10-13,12.04,92,35.05
15053,162226,2025-01-08,30.03,47,25.39
15054,384374,2025-09-11,1.0,72,31.79
15055,446979,2025-02-10,14.84,38,31.6
15056,334193,2025-06-02,17.06,49,19.99
15057,250653,2025-02-28,46.56,29,36.29
15058,150803,2025-07-24,12.14,95,36.19
15059,226496,2025-10-17,9.66,163,32.07
15060,180112,2025-06-16,12.32,107,12.94
15061,191764,2025-11-23,14.4,60,22.13
15062,334458,2025-08-02,7.34,21,19.68
15063,439915,2025-08-13,1.16,95,21.08
15064,149318,2025-10-21,100.0,132,21.25
15065,455986,2025-04-19,36.26,119,37.32
15066,386969,2025-09-01,100.0,61,23.54
15067,183663,2025-10-05,27.17,57,38.63
15068,448209,2025-07-10,53.63,113,38.36
15069,251964,2025-06-04,14.96,89,19.47
15070,152461,2025-01-21,10.74,130,17.24
15071,189540,2025-06-12,100.0,32,32.95
15072,391398,2025-09-07,4.64,148,35.27
15073,384377,2025-02-16,6.11,94,35.49
15074,229921,2025-02-19,27.58,55,13.71
15075,44190,2025-05-18,7.37,118,9.17
15076,240975,2025-04-21,14.09,136,37.32
15077,349476,2025-10-11,67.28,103,32.45
15078,168429,2025-08-20,7.72,143,12.22
15079,114931,2025-10-20,17.87,144,11.33
15080,416736,2025-06-18,33.36,85,14.29
15081,195713,2025-07-08,1.86,92,36.78
15082,227083,2025-02-20,1.87,171,20.18
15083,397114,2025-01-08,34.25,117,9.67
15084,358301,2025-08-17,63.16,79,38.86
15085,196297,2025-08-21,22.4,132,38.45
15086,164052,2025-01-19,1.0,122,7.38
15087,347946,2025-01-30,15.03,41,23.7
15088,217423,2025-05-22,31.87,41,17.1
15089,350626,2025-10-19,24.98,122,13.13
15090,162249,2025-04-26,5.52,123,20.04
15091,223224,2025-04-17,1.36,16,13.35
15092,375383,2025-02-03,55.02,98,6.2
15093,217201,2025-06-27,6.4,159,38.27
15094,174096,2025-02-01,100.0,53,33.99
15095,358717,2025-10-25,3.07,53,26.29
15096,230219,2025-06-10,3.04,150,18.48
15097,355240,2025-09-27,27.58,60,7.42
15098,368026,2025-04-24,7.87,145,21.67
15099,386972,2025-04-04,91.62,43,23.81
15100,162131,2025-01-31,6.76,127,18.0
15101,102328,2025-06-01,24.43,45,4.44
15102,302625,2025-08-31,13.04,85,22.53
15103,261347,2025-09-22,2.37,129,29.97
15104,445994,2025-12-22,30.77,118,4.27
15105,374920,2025-11-22,39.07,163,6.7
15106,456498,2025-01-24,43.8,40,23.73
15107,212600,2025-08-06,16.83,108,24.52
15108,230927,2025-12-20,93.14,77,29.31
15109,227693,2025-03-06,40.21,112,15.71
15110,201295,2025-08-03,14.5,64,32.05
15111,169909,2025-04-10,2.62,16,30.51
15112,116807,2025-11-02,7.34,83,9.7
15113,115234,2025-09-07,36.98,141,36.03
15114,360279,2025-10-03,52.94,124,30.44
15115,162304,2025-11-11,27.15,20,6.62
15116,162227,2025-11-11,12.27,170,26.54
15117,114997,2025-03-31,11.0,161,39.7
15118,355524,2025-12-06,11.11,101,34.91
15119,146604,2025-09-08,16.91,111,15.09
15120,174099,2025-03-06,32.35,142,14.75
15121,102341,2025-08-24,4.45,42,14.34
15122,183663,2025-03-18,1.0,156,4.92
15123,367728,2025-02-27,1.99,84,24.17
15124,174638,2025-04-10,27.4,97,33.29
15125,399678,2025-10-27,47.21,144,10.75
15126,320309,2025-09-02,13.05,108,4.17
15127,395817,2025-02-21,10.3,137,12.41
15128,194978,2025-06-11,1.0,176,34.45
15129,115191,2025-07-10,1.57,24,12.69
15130,164159,2025-05-02,35.14,50,28.12
15131,308874,2025-09-25,2.35,79,3.16
15132,102331,2025-10-21,44.06,124,10.53
15133,405650,2025-09-03,37.98,46,33.57
15134,236731,2025-07-03,42.8,169,27.45
15135,162191,2025-12-12,28.95,116,3.52
15136,190791,2025-06-17,1.0,48,11.86
15137,70452,2025-04-14,14.65,155,16.33
15138,207917,2025-03-30,4.28,138,8.04
15139,449501,2025-01-12,10.32,25,10.52
15140,162304,2025-03-30,20.38,79,9.11
15141,180140,2025-06-03,32.91,23,9.79
15142,372278,2025-02-05,6.6,102,33.85
15143,115166,2025-01-16,10.19,176,33.52
15144,447085,2025-07-25,5.89,101,28.16
15145,395480,2025-06-11,100.0,83,21.01
15146,102342,2025-07-19,66.19,35,14.31
15147,217423,2025-07-24,26.51,67,9.01
15148,227692,2025-06-06,43.55,113,19.99
15149,115237,2025-11-15,31.72,16,9.83
15150,359120,2025-10-26,47.2,120,24.23
15151,451826,2025-01-19,68.72,170,5.19
15152,376371,2025-05-18,66.64,129,29.25
15153,325999,2025-02-25,21.37,147,5.55
15154,197044,2025-07-07,83.57,153,6.09
15155,256899,2025-02-12,13.09,117,38.42
15156,162255,2025-10-31,5.38,22,17.72
15157,165220,2025-10-23,6.58,156,30.53
15158,375916,2025-10-17,15.34,149,4.33
15159,64131,2025-04-23,7.3,85,4.73
15160,252551,2025-05-09,3.4,51,10.2
15161,114965,2025-10-02,12.64,178,10.94
15162,349820,2025-09-14,21.76,101,4.52
15163,347297,2025-03-29,86.05,112,16.93
15164,387738,2025-08-04,24.23,130,13.96
15165,384348,2025-12-25,37.17,117,30.3
15166,347360,2025-12-06,28.66,94,21.7
15167,115152,2025-10-11,12.14,144,25.68
15168,168353,2025-04-17,5.24,50,9.5
15169,323342,2025-10-28,8.29,69,7.02
15170,434176,2025-01-24,52.29,95,23.79
15171,226492,2025-08-20,4.23,117,20.65
15172,374051,2025-02-13,2.57,171,25.75
15173,357394,2025-03-19,47.97,38,22.1
15174,220960,2025-11-14,19.86,169,23.26
15175,192935,2025-05-23,28.68,40,17.93
15176,181235,2025-08-03,43.69,85,34.63
15177,171409,2025-01-04,10.39,76,15.47
15178,115195,2025-07-31,34.67,143,3.29
15179,455980,2025-10-14,24.92,93,38.28
15180,202955,2025-11-11,1.0,23,11.45
15181,294092,2025-07-18,31.86,65,34.7
15182,430827,2025-01-01,10.55,155,5.13
15183,359128,2025-11-21,5.83,175,23.07
15184,181849,2025-01-14,81.15,108,27.88
15185,174456,2025-08-10,36.69,69,8.88
15186,334524,2025-10-06,1.0,30,37.25
15187,186535,2025-04-18,35.66,93,10.17
15188,115197,2025-04-28,47.49,75,26.48
15189,165391,2025-04-29,11.01,55,11.54
15190,367913,2025-08-26,9.88,86,12.41
15191,223303,2025-12-20,13.78,82,11.05
15192,204967,2025-09-11,15.69,116,8.85
15193,451459,2025-02-14,11.97,108,20.13
15194,223413,2025-05-06,17.64,21,12.81
15195,205810,2025-05-15,89.9,115,21.35
15196,193080,2025-11-09,1.0,83,37.91
15197,192594,2025-03-05,100.0,76,18.01
15198,390485,2025-09-15,47.33,139,14.96
15199,346781,2025-01-06,39.91,32,10.82
15200,115155,2025-12-30,14.96,102,32.15
15201,356920,2025-11-13,1.95,112,18.21
15202,327249,2025-01-17,24.11,139,21.52
15203,190838,2025-10-09,56.17,79,29.89
15204,223295,2025-11-28,13.84,141,14.14
15205,347309,2025-02-10,1.8,37,19.45
15206,333774,2025-12-21,1.0,170,33.44
15207,182288,2025-12-21,3.18,120,17.84
15208,358439,2025-11-06,23.28,168,5.11
15209,173959,2025-10-31,100.0,132,14.69
15210,334475,2025-12-17,31.13,132,4.81
15211,252725,2025-08-20,4.27,133,30.0
15212,327023,2025-03-31,49.63,146,29.44
15213,189518,2025-05-30,26.99,44,22.14
15214,162303,2025-03-13,8.97,67,21.76
15215,376640,2025-12-26,17.41,129,21.11
15216,194647,2025-11-04,12.9,30,22.39
15217,223109,2025-09-14,51.24,160,17.46
15218,182288,2025-02-14,76.61,127,16.16
15219,333829,2025-02-09,3.3,115,10.16
15220,257681,2025-07-11,3.99,155,11.88
15221,395817,2025-01-11,2.15,31,23.57
15222,115039,2025-12-18,11.95,65,11.84
15223,223222,2025-05-15,88.56,97,17.34
15224,227531,2025-06-28,100.0,175,3.85
15225,174451,2025-08-09,22.66,154,12.77
15226,223236,2025-08-10,15.57,24,12.37
15227,373120,2025-02-08,9.0,105,9.26
15228,350579,2025-02-13,1.0,30,21.61
15229,143209,2025-11-09,7.62,156,4.12
15230,260245,2025-10-24,3.95,92,12.54
15231,351555,2025-10-22,1.0,28,10.67
15232,310941,2025-05-28,56.58,34,25.58
15233,334485,2025-01-22,2.2,84,24.69
15234,191435,2025-06-06,30.83,172,25.24
15235,324843,2025-10-29,64.6,179,6.7
15236,115250,2025-01-03,3.4,159,28.12
15237,115153,2025-07-20,6.88,173,34.27
15238,114994,2025-11-08,6.7,148,24.25
15239,374866,2025-11-19,2.25,89,38.68
15240,357094,2025-12-11,60.12,58,14.45
15241,72907,2025-04-07,47.27,168,8.69
15242,207888,2025-04-19,11.98,122,16.79
15243,356930,2025-08-16,36.68,82,23.28
15244,405329,2025-08-30,17.8,125,8.6
15245,191246,2025-10-24,28.41,80,22.6
15246,324780,2025-01-29,29.21,71,33.9
15247,201763,2025-12-25,37.33,40,4.67
15248,175039,2025-04-19,57.36,169,19.39
15249,395938,2025-01-11,38.91,142,26.33
15250,310454,2025-04-05,30.65,112,24.96
15251,352704,2025-05-12,24.32,121,17.72
15252,115150,2025-04-03,5.86,41,10.1
15253,185361,2025-02-23,8.32,131,20.53
15254,260390,2025-08-30,1.96,19,22.79
15255,217202,2025-07-14,7.45,68,25.71
15256,224228,2025-09-15,19.63,57,17.2
15257,301764,2025-12-22,76.81,151,16.5
15258,450413,2025-11-30,3.39,20,37.03
15259,358813,2025-10-31,14.62,42,11.18
15260,357034,2025-03-09,34.74,21,13.76
15261,123135,2025-10-27,39.46,97,27.4
15262,329004,2025-07-09,5.3,142,15.01
15263,331104,2025-05-08,4.91,106,24.63
15264,322526,2025-12-16,23.59,41,30.47
15265,169851,2025-12-05,61.35,158,5.48
15266,164227,2025-01-19,40.79,134,37.37
15267,324764,2025-06-21,12.13,32,33.83
15268,334470,2025-03-03,26.85,122,30.48
15269,422107,2025-03-08,7.35,131,13.34
15270,261364,2025-07-30,15.95,143,36.81
15271,360491,2025-12-08,19.17,58,27.07
15272,80873,2025-06-24,25.38,91,8.8
15273,350579,2025-12-06,12.79,160,18.86
15274,384770,2025-01-07,1.0,30,12.56
15275,306520,2025-08-21,65.8,162,21.89
15276,114894,2025-07-18,78.23,46,9.44
15277,162403,2025-01-22,29.04,48,33.88
15278,341769,2025-08-17,7.74,176,30.59
15279,326300,2025-11-09,22.58,143,9.77
15280,181838,2025-12-16,8.08,113,3.91
15281,372305,2025-05-05,30.0,15,19.99
15282,189684,2025-03-14,11.17,155,22.37
15283,346611,2025-07-05,20.38,74,36.66
15284,181932,2025-10-10,1.52,170,14.35
15285,348990,2025-02-07,100.0,150,38.78
15286,213839,2025-09-05,27.13,145,26.03
15287,200496,2025-03-17,70.35,144,21.92
15288,162336,2025-05-21,34.12,175,15.89
15289,420629,2025-04-07,20.63,123,34.14
15290,334433,2025-05-23,33.34,73,27.07
15291,383883,2025-03-21,15.84,73,33.7
15292,388189,2025-09-13,80.04,140,7.98
15293,310625,2025-12-20,37.22,105,4.31
15294,422454,2025-10-31,3.23,97,19.63
15295,333750,2025-01-15,75.22,48,12.51
15296,387552,2025-12-21,21.44,149,18.92
15297,327023,2025-10-23,14.97,74,18.6
15298,359882,2025-10-13,39.28,61,7.12
15299,204501,2025-01-23,6.49,116,34.16
15300,261443,2025-09-22,79.37,115,24.2
15301,174492,2025-06-09,4.55,42,8.38
15302,306300,2025-10-18,8.76,38,11.72
15303,192935,2025-11-01,54.96,32,34.41
15304,359548,2025-04-06,23.43,163,9.72
15305,421144,2025-09-29,48.19,19,26.83
15306,333890,2025-10-15,5.56,114,8.41
15307,306446,2025-10-08,40.71,30,30.52
15308,447104,2025-12-16,4.91,91,7.66
15309,452569,2025-10-20,33.99,175,15.03
15310,302625,2025-02-06,4.2,118,39.19
15311,324781,2025-06-12,10.5,83,10.07
15312,233094,2025-10-28,16.17,170,25.87
15313,332545,2025-05-16,62.78,151,15.71
15314,186698,2025-08-29,32.89,41,34.85
15315,162264,2025-06-24,8.27,124,18.3
15316,303763,2025-10-19,14.79,32,5.68
15317,445969,2025-04-28,10.77,124,4.21
15318,114980,2025-12-04,70.28,124,21.72
15319,333691,2025-12-25,4.8,93,19.59
15320,324840,2025-09-14,61.83,98,39.65
15321,398226,2025-08-06,43.99,133,39.65
15322,356947,2025-07-22,3.44,24,27.75
15323,174330,2025-05-23,7.98,158,10.11
15324,123113,2025-09-12,30.98,34,33.7
15325,331668,2025-04-06,30.71,54,24.18
15326,195825,2025-07-26,6.65,150,8.59
15327,174455,2025-12-14,25.1,69,14.48
15328,104135,2025-03-28,29.08,31,21.13
15329,341769,2025-05-11,1.87,171,5.77
15330,236474,2025-04-25,11.99,40,12.16
15331,341801,2025-10-15,59.17,47,5.66
15332,227094,2025-09-12,57.69,17,8.33
15333,324879,2025-05-28,27.11,154,6.63
15334,445870,2025-02-25,26.44,162,8.85
15335,168591,2025-11-30,48.35,76,8.52
15336,252139,2025-04-09,10.47,88,19.7
