Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,iPark 245 East 63rd Street - Tesla Destination,245 East 63rd St,,New York,NY,10025,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.76332,-73.962938,2024-07-01,115065,2025-02-12 00:16:32 UTC,P,,,2016-12-09,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,GGMC Ruppert Car Park - Tesla Destination,245 E 90th St,,New York,NY,10128,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.78098,-73.951145,2024-07-01,115066,2025-02-12 00:16:32 UTC,P,,,2018-01-08,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,iPark NYC 246 E 45 Street - Tesla Destination,246 E 45th St,,New York,NY,10017,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.751847,-73.971348,2024-07-01,115067,2025-02-12 00:16:32 UTC,P,,,2016-05-31,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,iPark NYC 250 West Parking - Tesla Destination,250 W 19th St,,New York,NY,10011,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.742407,-73.999351,2024-07-01,115068,2025-02-12 00:16:32 UTC,P,,,2015-05-21,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Quik Park Columbia Garage LLC - Tesla Destination,250 W. 97th St,,New York,NY,10025,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.795624,-73.971961,2024-07-01,115069,2025-02-12 00:16:32 UTC,P,,,2016-03-14,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Quik Park 40 Riverside Blvd - Tesla Destination,251 W 62nd St,,New York,NY,10282,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.77373,-73.989713,2024-07-01,115070,2025-02-12 00:16:32 UTC,P,,,2016-07-07,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Rapidpark 25-27 Beekman Street - Tesla Destination,25-27 Beekman St,,New York,NY,10038,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.710786,-74.006017,2024-07-01,115071,2025-02-12 00:16:32 UTC,P,,,2017-06-13,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Rapidpark 254 W 79th Street - Tesla Destination,254 W 79th St,,New York,NY,10024,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.78411,-73.980641,2024-07-01,115072,2025-02-12 00:16:32 UTC,P,,,2017-06-13,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,MPG 266 E 97 St - Tesla Destination,266 E 97th St,,New York,NY,10021,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.785296,-73.947487,2024-07-01,115073,2025-02-12 00:16:32 UTC,P,,,2017-08-17,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Parkit 27 N Moore Street - Tesla Destination,27 N Moore St,,New York,NY,10013,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.719869,-74.007447,2024-07-01,115074,2025-02-12 00:16:32 UTC,P,,,2015-11-13,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,iPark 455 Central Park West - Tesla Destination,27 W 105th St,,New York,NY,10025,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.797743,-73.960441,2024-07-01,115075,2025-02-12 00:16:32 UTC,P,,,2016-12-21,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Standard Parking 270 Greenwich - Tesla Destination,270 Greenwich St,,New York,NY,10007,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.715071,-74.012203,2024-07-01,115076,2025-02-12 00:16:32 UTC,P,,,2018-01-08,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Icon Parking 279 East 65th Street - Tesla Destination,279 E 65th St,,New York,NY,10065,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.764552,-73.962034,2024-07-01,115077,2025-02-12 00:16:32 UTC,P,,,2018-02-28,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ABM Parking Services 285 W 50th Street LLC - Tesla Destination,285 W 50th St,,New York,NY,10019,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.762411,-73.984495,2024-07-01,115078,2025-02-12 00:16:32 UTC,P,,,2016-03-10,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Parkright 39 E 29th Street - Tesla Destination,29 East 29th St,,New York,NY,10016,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.744244,-73.984116,2024-07-01,115079,2025-02-12 00:16:32 UTC,P,,,2015-11-13,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,iPark 3 E 67th Street - Tesla Destination,3 E 67th St,,New York,NY,10065,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.769061,-73.96876,2024-07-01,115080,2025-02-12 00:16:32 UTC,P,,,2017-03-10,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Icon Parking 30 W 63rd St - Tesla Destination,30 W 63rd St,,New York,NY,10023,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.770772,-73.981795,2024-07-01,115081,2025-02-12 00:16:32 UTC,P,,,2016-10-20,,,,,TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,GGMC Parking Connaught - Tesla Destination,300 E 54th St,,New York,NY,10022,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.757146,-73.966135,2024-07-01,115082,2025-02-12 00:16:32 UTC,P,,,2016-12-28,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Icon Parking 300 E 59th Street - Tesla Destination,300 E 59th St,,New York,NY,10022,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.760462,-73.964086,2024-07-01,115083,2025-02-12 00:16:32 UTC,P,,,2016-04-30,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,GGMC Parking E 74th Street - Tesla Destination,300 E 74th St,,New York,NY,10021,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.769947,-73.956989,2024-07-01,115084,2025-02-12 00:16:32 UTC,P,,,2016-12-28,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Parkright 300 E 77th St - Tesla Destination,300 East 77th St,,New York,NY,10075,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.771794,-73.955624,2024-07-01,115085,2025-02-12 00:16:32 UTC,P,,,2015-11-13,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Icon Parking 301 E 57 Street - Tesla Destination,301 E 57th St,,New York,NY,10022,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.759127,-73.964684,2024-07-01,115086,2025-02-12 00:16:32 UTC,P,,,2016-04-30,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Parkit 301 E 64th - Tesla Destination,301 E 64th St,,New York,NY,10065,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.763488,-73.961323,2024-07-01,115087,2025-02-12 00:16:32 UTC,P,,,2015-11-13,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Icon Parking 308 Greenwich - Tesla Destination,308 Greenwich St,,New York,NY,10013,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.717686,-74.010613,2024-07-01,115088,2025-02-12 00:16:32 UTC,P,,,2016-04-30,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Parkit 310 E 11th Street - Tesla Destination,310 E 11th St,,New York,NY,10003,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.730017,-73.985512,2024-07-01,115089,2025-02-12 00:16:32 UTC,P,,,2016-12-27,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Waldorf Astoria New York - Tesla Destination,310 Park Ave,,New York,NY,10022,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.756722,-73.97406,2024-07-01,115090,2025-02-12 00:16:32 UTC,P,,,2015-03-19,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Quik Park 311 West Broadway LLC - Tesla Destination,311 W Broadway,,New York,NY,10013,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.721801,-74.004237,2024-07-01,115091,2025-02-12 00:16:32 UTC,P,,,2016-03-10,,,,,TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Icon Parking 322 23rd Street - Tesla Destination,318-322 E 23rd St,,New York,NY,10010,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.737533,-73.980437,2024-07-01,115092,2025-02-12 00:16:32 UTC,P,,,2018-01-08,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Quik Park 32 Debrosses LLC - Tesla Destination,32 Debrosses St,,New York,NY,10013,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.723617,-74.010915,2024-07-01,115093,2025-02-12 00:16:32 UTC,P,,,2016-03-10,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Glenwood Belmont Parking - Tesla Destination,320 E 46th St,,New York,NY,10021,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.760098,-73.988828,2024-07-01,115094,2025-02-12 00:16:32 UTC,P,,,2018-07-19,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Champion Parking W 57th Street - Tesla Destination,320 W 57th St,,New York,NY,10019,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.76696,-73.983569,2024-07-01,115095,2025-02-12 00:16:32 UTC,P,,,2015-05-15,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,GGMC Parking 8 E 33rd St Garage - Tesla Destination,325 East 5th Ave,,New York,NY,10016,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.747478,-73.98504,2024-07-01,115096,2025-02-12 00:16:32 UTC,P,,,2016-01-21,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Icon Parking E 48th Street - Tesla Destination,329 E 48th St,,New York,NY,10017,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.753079,-73.968032,2024-07-01,115097,2025-02-12 00:16:32 UTC,P,,,2015-11-13,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Icon Parking 330 E 39th Street - Tesla Destination,330 E 39th St,,New York,NY,10016,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.746851,-73.972901,2024-07-01,115098,2025-02-12 00:16:32 UTC,P,,,2016-04-30,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Icon Parking 330 W 58th Street - Tesla Destination,330 W 58th St,,New York,NY,10019,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.767879,-73.983656,2024-07-01,115099,2025-02-12 00:16:32 UTC,P,,,2016-01-21,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Apple Parking 332 W 11th Street - Tesla Destination,332 W 11th St,,New York,NY,10014,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.735597,-74.007693,2024-07-01,115100,2025-02-12 00:16:32 UTC,P,,,2017-03-10,,,,,TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,iPark NYC 333 E 38th NYU - Tesla Destination,333 E 38th St,,New York,NY,10016,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.746565,-73.971591,2024-07-01,115101,2025-02-12 00:16:32 UTC,P,,,2015-12-14,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Standard Parking Gateway Plaza Garage - Tesla Destination,339 South End Ave,,New York,NY,10280,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.711145,-74.016332,2024-07-01,115102,2025-02-12 00:16:32 UTC,P,,,2017-08-30,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,MPG 340 East 93rd - Tesla Destination,340 E 93rd St,,New York,NY,10128,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.781413,-73.946377,2024-07-01,115103,2025-02-12 00:16:32 UTC,P,,,2018-05-23,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Rapidpark 340 94th Street - Tesla Destination,340 E 94th St,,New York,NY,10128,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.782091,-73.946029,2024-07-01,115104,2025-02-12 00:16:32 UTC,P,,,2017-08-23,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,iPark NYC 345 East Garage - Tesla Destination,345 East 80th St,,New York,NY,10075,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.773225,-73.952643,2024-07-01,115105,2025-02-12 00:16:32 UTC,P,,,2015-11-13,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Rapidpark 35 E 75th Street - Tesla Destination,35 E 75th St,,New York,NY,10021,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.77364,-73.963722,2024-07-01,115106,2025-02-12 00:16:32 UTC,P,,,2017-08-17,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"The Carlyle Hotel, A Rosewood Hotel - Tesla Destination",35 E 76th St,,New York,NY,10021,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.77438,-73.963157,2024-07-01,115107,2025-02-12 00:16:32 UTC,P,,,2015-09-25,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Quik Park 82nd Street LLC - Tesla Destination,350 E. 82nd St,,New York,NY,10028,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.774511,-73.952039,2024-07-01,115108,2025-02-12 00:16:32 UTC,P,,,2015-11-20,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,GGMC Parking 350 W 43rd Street Garage - Tesla Destination,350 West 43rd St,,New York,NY,10036,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.758586,-73.991341,2024-07-01,115109,2025-02-12 00:16:32 UTC,P,,,2016-01-21,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Rapidpark 351 East 83rd - Tesla Destination,351 E 83rd,,New York,NY,10028,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.775123,-73.951193,2024-07-01,115110,2025-02-12 00:16:32 UTC,P,,,2018-05-24,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Icon Parking 35-39 East 61st Street - Tesla Destination,35-39 E 61st St,,New York,NY,10021,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.764617,-73.969764,2024-07-01,115111,2025-02-12 00:16:32 UTC,P,,,2016-10-13,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Icon 376 Greenwich Street - Tesla Destination,376 Greenwich St,,New York,NY,10013,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.719825,-74.010137,2024-07-01,115112,2025-02-12 00:16:32 UTC,P,,,2017-07-17,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,iPark NYU 377 E 33rd Street - Tesla Destination,377 E 33rd St,,New York,NY,10016,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.743405,-73.974735,2024-07-01,115113,2025-02-12 00:16:32 UTC,P,,,2017-08-23,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Icon Parking 111 8th Ave Parking - Tesla Destination,385 W 15th St,,New York,NY,10011,,877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.741515,-74.004608,2024-07-01,115114,2025-02-12 00:16:32 UTC,P,,,2017-01-24,,,,,TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,iPark 386 E 48th Street - Tesla Destination,386 E 48th St,,New York,NY,11248,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.7529,-73.967723,2024-07-01,115115,2025-02-12 00:16:32 UTC,P,,,2017-03-10,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Icon Parking Wall Park - Tesla Destination,39 Exchange Pl,,New York,NY,10005,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.705922,-74.010175,2024-07-01,115116,2025-02-12 00:16:32 UTC,P,,,2016-12-29,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,GGMC Parking Carnegie Garage - Tesla Destination,40 E 94th St,,New York,NY,10128,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.78567,-73.954593,2024-07-01,115117,2025-02-12 00:16:32 UTC,P,,,2015-08-21,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,City Parking RL Mercer Street - Tesla Destination,40 Mercer St,,New York,NY,10013,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.721437,-74.001238,2024-07-01,115118,2025-02-12 00:16:32 UTC,P,,,2017-06-16,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Icon Parking 40 W 26th Street - Tesla Destination,40 W 26th St,,New York,NY,10010,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.744467,-73.990662,2024-07-01,115119,2025-02-12 00:16:32 UTC,P,,,2016-04-30,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,iPark NYC 400 E 35th NYU - Tesla Destination,400 E 35th St,,New York,NY,10016,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.743971,-73.971882,2024-07-01,115120,2025-02-12 00:16:32 UTC,P,,,2015-10-07,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Icon Liberty View Parking - Tesla Destination,400 Murray St,,New York,NY,10016,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,40.716079,-74.015929,2024-07-01,115121,2025-02-12 00:16:32 UTC,P,,,2017-06-13,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Champion Parking 113 LLC - Tesla Destination,400 W 113th St,,New York,NY,10025,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.80443,-73.961373,2024-07-01,115122,2025-02-12 00:16:32 UTC,P,,,2018-02-22,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Propark 401 W 110th Street - Tesla Destination,401 W 110th St,,New York,NY,10025,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.802151,-73.961705,2024-07-01,115123,2025-02-12 00:16:32 UTC,P,,,2017-08-23,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Parkit 403 Lafayette St. - Tesla Destination,403 Lafayette St,,New York,NY,10003,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.728287,-73.992746,2024-07-01,115124,2025-02-12 00:16:32 UTC,P,,,2015-05-21,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,iPark 41 E 85th Street - Tesla Destination,41 E 85th St,,New York,NY,10028,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.779876,-73.958579,2024-07-01,115125,2025-02-12 00:16:32 UTC,P,,,2016-10-20,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Rapidpark 411 W 55th Street - Tesla Destination,411 W 55th St,,New York,NY,10019,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.766971,-73.987441,2024-07-01,115126,2025-02-12 00:16:32 UTC,P,,,2017-07-17,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,GGMC Parking 415 E 79th - Tesla Destination,415 E 79th St,,New York,NY,10075,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.771918,-73.951679,2024-07-01,115127,2025-02-12 00:16:32 UTC,P,,,2016-12-30,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
